,PUN,DateTime
1257,41.4354,2017-07-09 10:00:00+00:00
1258,41.41088,2017-07-09 11:00:00+00:00
1259,40.59271,2017-07-09 12:00:00+00:00
1260,40.63758,2017-07-09 13:00:00+00:00
1261,40.62577,2017-07-09 14:00:00+00:00
1262,40.691109999999995,2017-07-09 15:00:00+00:00
1263,41.59794,2017-07-09 16:00:00+00:00
1264,44.04,2017-07-09 17:00:00+00:00
1265,46.58417,2017-07-09 18:00:00+00:00
1266,48.89467,2017-07-09 19:00:00+00:00
1267,50.41457,2017-07-09 20:00:00+00:00
1268,54.376259999999995,2017-07-09 21:00:00+00:00
1269,58.84307,2017-07-09 22:00:00+00:00
1270,53.99593,2017-07-09 23:00:00+00:00
1271,50.001490000000004,2017-07-09 00:00:00+00:00
1272,50.25597,2017-07-10 01:00:00+00:00
1273,46.095890000000004,2017-07-10 02:00:00+00:00
1274,43.16856,2017-07-10 03:00:00+00:00
1275,39.89365,2017-07-10 04:00:00+00:00
1276,39.81239,2017-07-10 05:00:00+00:00
1277,42.23059,2017-07-10 06:00:00+00:00
1278,48.59,2017-07-10 07:00:00+00:00
1279,51.49842,2017-07-10 08:00:00+00:00
1280,55.402930000000005,2017-07-10 09:00:00+00:00
1281,53.7807,2017-07-10 10:00:00+00:00
1282,54.09638,2017-07-10 11:00:00+00:00
1283,53.39941999999999,2017-07-10 12:00:00+00:00
1284,49.50858,2017-07-10 13:00:00+00:00
1285,48.86205,2017-07-10 14:00:00+00:00
1286,51.99872,2017-07-10 15:00:00+00:00
1287,59.9579,2017-07-10 16:00:00+00:00
1288,59.81399999999999,2017-07-10 17:00:00+00:00
1289,56.779230000000005,2017-07-10 18:00:00+00:00
1290,57.426559999999995,2017-07-10 19:00:00+00:00
1291,60.9749,2017-07-10 20:00:00+00:00
1292,59.47285,2017-07-10 21:00:00+00:00
1293,59.40129,2017-07-10 22:00:00+00:00
1294,53.45825,2017-07-10 23:00:00+00:00
1295,52.14764,2017-07-10 00:00:00+00:00
1296,50.23598,2017-07-11 01:00:00+00:00
1297,44.559470000000005,2017-07-11 02:00:00+00:00
1298,39.94125,2017-07-11 03:00:00+00:00
1299,39.81688,2017-07-11 04:00:00+00:00
1300,39.86973,2017-07-11 05:00:00+00:00
1301,39.92593,2017-07-11 06:00:00+00:00
1302,43.06397,2017-07-11 07:00:00+00:00
1303,51.227090000000004,2017-07-11 08:00:00+00:00
1304,56.439280000000004,2017-07-11 09:00:00+00:00
1305,60.57708,2017-07-11 10:00:00+00:00
1306,61.46031,2017-07-11 11:00:00+00:00
1307,59.066340000000004,2017-07-11 12:00:00+00:00
1308,50.76082,2017-07-11 13:00:00+00:00
1309,50.23212,2017-07-11 14:00:00+00:00
1310,60.163109999999996,2017-07-11 15:00:00+00:00
1311,63.96,2017-07-11 16:00:00+00:00
1312,62.648540000000004,2017-07-11 17:00:00+00:00
1313,63.401109999999996,2017-07-11 18:00:00+00:00
1314,68.19341999999999,2017-07-11 19:00:00+00:00
1315,70.97404,2017-07-11 20:00:00+00:00
1316,71.60305,2017-07-11 21:00:00+00:00
1317,71.61827,2017-07-11 22:00:00+00:00
1318,63.65676,2017-07-11 23:00:00+00:00
1319,53.5315,2017-07-11 00:00:00+00:00
1320,50.943509999999996,2017-07-12 01:00:00+00:00
1321,50.13133,2017-07-12 02:00:00+00:00
1322,44.82,2017-07-12 03:00:00+00:00
1323,43.21,2017-07-12 04:00:00+00:00
1324,43.23,2017-07-12 05:00:00+00:00
1325,43.23,2017-07-12 06:00:00+00:00
1326,45.12,2017-07-12 07:00:00+00:00
1327,66.63128,2017-07-12 08:00:00+00:00
1328,80.72072,2017-07-12 09:00:00+00:00
1329,70.03876,2017-07-12 10:00:00+00:00
1330,71.24304000000001,2017-07-12 11:00:00+00:00
1331,67.10124,2017-07-12 12:00:00+00:00
1332,57.600359999999995,2017-07-12 13:00:00+00:00
1333,64.68721,2017-07-12 14:00:00+00:00
1334,64.65728,2017-07-12 15:00:00+00:00
1335,67.62979,2017-07-12 16:00:00+00:00
1336,82.10141,2017-07-12 17:00:00+00:00
1337,82.10384,2017-07-12 18:00:00+00:00
1338,83.72981999999999,2017-07-12 19:00:00+00:00
1339,83.77478,2017-07-12 20:00:00+00:00
1340,76.33062,2017-07-12 21:00:00+00:00
1341,75.62246,2017-07-12 22:00:00+00:00
1342,57.62421,2017-07-12 23:00:00+00:00
1343,53.570280000000004,2017-07-12 00:00:00+00:00
1344,53.139759999999995,2017-07-13 01:00:00+00:00
1345,49.23,2017-07-13 02:00:00+00:00
1346,45.868840000000006,2017-07-13 03:00:00+00:00
1347,45.14,2017-07-13 04:00:00+00:00
1348,45.14,2017-07-13 05:00:00+00:00
1349,45.17,2017-07-13 06:00:00+00:00
1350,45.44,2017-07-13 07:00:00+00:00
1351,51.76849,2017-07-13 08:00:00+00:00
1352,66.66502,2017-07-13 09:00:00+00:00
1353,63.18707,2017-07-13 10:00:00+00:00
1354,63.41599,2017-07-13 11:00:00+00:00
1355,60.04002,2017-07-13 12:00:00+00:00
1356,54.36184,2017-07-13 13:00:00+00:00
1357,58.80242,2017-07-13 14:00:00+00:00
1358,61.66,2017-07-13 15:00:00+00:00
1359,64.78583,2017-07-13 16:00:00+00:00
1360,72.00917,2017-07-13 17:00:00+00:00
1361,70.32684,2017-07-13 18:00:00+00:00
1362,71.91849,2017-07-13 19:00:00+00:00
1363,66.42886,2017-07-13 20:00:00+00:00
1364,66.97884,2017-07-13 21:00:00+00:00
1365,66.9832,2017-07-13 22:00:00+00:00
1366,57.629419999999996,2017-07-13 23:00:00+00:00
1367,53.61736,2017-07-13 00:00:00+00:00
1368,57.46063,2017-07-14 01:00:00+00:00
1369,50.59214,2017-07-14 02:00:00+00:00
1370,48.99001,2017-07-14 03:00:00+00:00
1371,45.539229999999996,2017-07-14 04:00:00+00:00
1372,45.54037,2017-07-14 05:00:00+00:00
1373,45.5112,2017-07-14 06:00:00+00:00
1374,45.909690000000005,2017-07-14 07:00:00+00:00
1375,54.238980000000005,2017-07-14 08:00:00+00:00
1376,64.61646999999999,2017-07-14 09:00:00+00:00
1377,62.92116,2017-07-14 10:00:00+00:00
1378,64.71419,2017-07-14 11:00:00+00:00
1379,61.31957,2017-07-14 12:00:00+00:00
1380,57.77649,2017-07-14 13:00:00+00:00
1381,56.106790000000004,2017-07-14 14:00:00+00:00
1382,58.88909,2017-07-14 15:00:00+00:00
1383,63.42324,2017-07-14 16:00:00+00:00
1384,63.38089,2017-07-14 17:00:00+00:00
1385,60.27231,2017-07-14 18:00:00+00:00
1386,59.21904,2017-07-14 19:00:00+00:00
1387,63.30242,2017-07-14 20:00:00+00:00
1388,58.75,2017-07-14 21:00:00+00:00
1389,62.12976999999999,2017-07-14 22:00:00+00:00
1390,57.63208,2017-07-14 23:00:00+00:00
1391,53.041669999999996,2017-07-14 00:00:00+00:00
1392,54.951,2017-07-15 01:00:00+00:00
1393,50.31128,2017-07-15 02:00:00+00:00
1394,50.09813,2017-07-15 03:00:00+00:00
1395,45.91275,2017-07-15 04:00:00+00:00
1396,45.21196,2017-07-15 05:00:00+00:00
1397,44.07398,2017-07-15 06:00:00+00:00
1398,43.027429999999995,2017-07-15 07:00:00+00:00
1399,44.08028,2017-07-15 08:00:00+00:00
1400,44.7636,2017-07-15 09:00:00+00:00
1401,43.41174,2017-07-15 10:00:00+00:00
1402,42.58436,2017-07-15 11:00:00+00:00
1403,40.55552,2017-07-15 12:00:00+00:00
1404,38.55,2017-07-15 13:00:00+00:00
1405,37.88,2017-07-15 14:00:00+00:00
1406,36.96,2017-07-15 15:00:00+00:00
1407,37.49,2017-07-15 16:00:00+00:00
1408,37.98,2017-07-15 17:00:00+00:00
1409,43.31024,2017-07-15 18:00:00+00:00
1410,46.8298,2017-07-15 19:00:00+00:00
1411,49.13472,2017-07-15 20:00:00+00:00
1412,50.03966,2017-07-15 21:00:00+00:00
1413,52.504180000000005,2017-07-15 22:00:00+00:00
1414,48.870020000000004,2017-07-15 23:00:00+00:00
1415,47.48498,2017-07-15 00:00:00+00:00
1416,46.984809999999996,2017-07-16 01:00:00+00:00
1417,44.20302,2017-07-16 02:00:00+00:00
1418,41.844559999999994,2017-07-16 03:00:00+00:00
1419,40.64955,2017-07-16 04:00:00+00:00
1420,39.1462,2017-07-16 05:00:00+00:00
1421,37.64546,2017-07-16 06:00:00+00:00
1422,33.91,2017-07-16 07:00:00+00:00
1423,34.81,2017-07-16 08:00:00+00:00
1424,33.32,2017-07-16 09:00:00+00:00
1425,30.09,2017-07-16 10:00:00+00:00
1426,28.99,2017-07-16 11:00:00+00:00
1427,28.99,2017-07-16 12:00:00+00:00
1428,29.7564,2017-07-16 13:00:00+00:00
1429,26.94823,2017-07-16 14:00:00+00:00
1430,25.989279999999997,2017-07-16 15:00:00+00:00
1431,25.2245,2017-07-16 16:00:00+00:00
1432,27.55067,2017-07-16 17:00:00+00:00
1433,30.11,2017-07-16 18:00:00+00:00
1434,40.0,2017-07-16 19:00:00+00:00
1435,48.27725,2017-07-16 20:00:00+00:00
1436,51.35835,2017-07-16 21:00:00+00:00
1437,52.02029,2017-07-16 22:00:00+00:00
1438,49.73827,2017-07-16 23:00:00+00:00
1439,47.4885,2017-07-16 00:00:00+00:00
1440,41.72,2017-07-17 01:00:00+00:00
1441,38.56963,2017-07-17 02:00:00+00:00
1442,34.75,2017-07-17 03:00:00+00:00
1443,32.39,2017-07-17 04:00:00+00:00
1444,33.65,2017-07-17 05:00:00+00:00
1445,36.28,2017-07-17 06:00:00+00:00
1446,42.65,2017-07-17 07:00:00+00:00
1447,46.99,2017-07-17 08:00:00+00:00
1448,53.1304,2017-07-17 09:00:00+00:00
1449,51.22527,2017-07-17 10:00:00+00:00
1450,48.427859999999995,2017-07-17 11:00:00+00:00
1451,50.400259999999996,2017-07-17 12:00:00+00:00
1452,47.20225,2017-07-17 13:00:00+00:00
1453,47.68291,2017-07-17 14:00:00+00:00
1454,51.531909999999996,2017-07-17 15:00:00+00:00
1455,57.58838000000001,2017-07-17 16:00:00+00:00
1456,68.46925999999999,2017-07-17 17:00:00+00:00
1457,64.79167,2017-07-17 18:00:00+00:00
1458,58.14809,2017-07-17 19:00:00+00:00
1459,56.1658,2017-07-17 20:00:00+00:00
1460,55.67957,2017-07-17 21:00:00+00:00
1461,57.55783,2017-07-17 22:00:00+00:00
1462,51.95949,2017-07-17 23:00:00+00:00
1463,50.5042,2017-07-17 00:00:00+00:00
1464,44.8774,2017-07-18 01:00:00+00:00
1465,42.89355,2017-07-18 02:00:00+00:00
1466,41.22738,2017-07-18 03:00:00+00:00
1467,40.821670000000005,2017-07-18 04:00:00+00:00
1468,40.82448,2017-07-18 05:00:00+00:00
1469,41.6287,2017-07-18 06:00:00+00:00
1470,45.16166,2017-07-18 07:00:00+00:00
1471,51.423429999999996,2017-07-18 08:00:00+00:00
1472,61.90825,2017-07-18 09:00:00+00:00
1473,59.68,2017-07-18 10:00:00+00:00
1474,58.22549,2017-07-18 11:00:00+00:00
1475,51.1686,2017-07-18 12:00:00+00:00
1476,47.01105,2017-07-18 13:00:00+00:00
1477,47.289840000000005,2017-07-18 14:00:00+00:00
1478,52.22634,2017-07-18 15:00:00+00:00
1479,57.66,2017-07-18 16:00:00+00:00
1480,61.75,2017-07-18 17:00:00+00:00
1481,60.70409,2017-07-18 18:00:00+00:00
1482,59.472730000000006,2017-07-18 19:00:00+00:00
1483,61.3858,2017-07-18 20:00:00+00:00
1484,63.6,2017-07-18 21:00:00+00:00
1485,63.23132,2017-07-18 22:00:00+00:00
1486,53.236880000000006,2017-07-18 23:00:00+00:00
1487,51.91493,2017-07-18 00:00:00+00:00
1488,50.711529999999996,2017-07-19 01:00:00+00:00
1489,44.08328,2017-07-19 02:00:00+00:00
1490,43.40667,2017-07-19 03:00:00+00:00
1491,43.058640000000004,2017-07-19 04:00:00+00:00
1492,43.0564,2017-07-19 05:00:00+00:00
1493,43.36715,2017-07-19 06:00:00+00:00
1494,43.871,2017-07-19 07:00:00+00:00
1495,54.1956,2017-07-19 08:00:00+00:00
1496,66.3082,2017-07-19 09:00:00+00:00
1497,65.8414,2017-07-19 10:00:00+00:00
1498,60.09548,2017-07-19 11:00:00+00:00
1499,58.03986999999999,2017-07-19 12:00:00+00:00
1500,50.01,2017-07-19 13:00:00+00:00
1501,55.60925,2017-07-19 14:00:00+00:00
1502,64.29594,2017-07-19 15:00:00+00:00
1503,68.04908,2017-07-19 16:00:00+00:00
1504,66.00505,2017-07-19 17:00:00+00:00
1505,67.45759,2017-07-19 18:00:00+00:00
1506,67.5589,2017-07-19 19:00:00+00:00
1507,68.976,2017-07-19 20:00:00+00:00
1508,63.80696,2017-07-19 21:00:00+00:00
1509,65.82866999999999,2017-07-19 22:00:00+00:00
1510,53.27316,2017-07-19 23:00:00+00:00
1511,51.93888,2017-07-19 00:00:00+00:00
1512,51.97848,2017-07-20 01:00:00+00:00
1513,43.262370000000004,2017-07-20 02:00:00+00:00
1514,42.14157,2017-07-20 03:00:00+00:00
1515,41.772009999999995,2017-07-20 04:00:00+00:00
1516,41.919990000000006,2017-07-20 05:00:00+00:00
1517,41.943459999999995,2017-07-20 06:00:00+00:00
1518,43.97472,2017-07-20 07:00:00+00:00
1519,51.10236,2017-07-20 08:00:00+00:00
1520,57.0739,2017-07-20 09:00:00+00:00
1521,57.8157,2017-07-20 10:00:00+00:00
1522,62.1,2017-07-20 11:00:00+00:00
1523,63.9541,2017-07-20 12:00:00+00:00
1524,55.41469,2017-07-20 13:00:00+00:00
1525,57.61,2017-07-20 14:00:00+00:00
1526,64.41394,2017-07-20 15:00:00+00:00
1527,64.50134,2017-07-20 16:00:00+00:00
1528,66.72335,2017-07-20 17:00:00+00:00
1529,65.97391999999999,2017-07-20 18:00:00+00:00
1530,63.2445,2017-07-20 19:00:00+00:00
1531,66.43009,2017-07-20 20:00:00+00:00
1532,69.26002,2017-07-20 21:00:00+00:00
1533,74.86665,2017-07-20 22:00:00+00:00
1534,55.163169999999994,2017-07-20 23:00:00+00:00
1535,54.97605,2017-07-20 00:00:00+00:00
1536,54.77762,2017-07-21 01:00:00+00:00
1537,50.70727,2017-07-21 02:00:00+00:00
1538,43.99194,2017-07-21 03:00:00+00:00
1539,43.942809999999994,2017-07-21 04:00:00+00:00
1540,43.92569,2017-07-21 05:00:00+00:00
1541,46.44421,2017-07-21 06:00:00+00:00
1542,50.57532,2017-07-21 07:00:00+00:00
1543,57.22635,2017-07-21 08:00:00+00:00
1544,85.31,2017-07-21 09:00:00+00:00
1545,84.77,2017-07-21 10:00:00+00:00
1546,76.14355,2017-07-21 11:00:00+00:00
1547,68.03778,2017-07-21 12:00:00+00:00
1548,52.35753,2017-07-21 13:00:00+00:00
1549,53.93359,2017-07-21 14:00:00+00:00
1550,59.700790000000005,2017-07-21 15:00:00+00:00
1551,53.778369999999995,2017-07-21 16:00:00+00:00
1552,50.56354,2017-07-21 17:00:00+00:00
1553,56.98446,2017-07-21 18:00:00+00:00
1554,60.10422,2017-07-21 19:00:00+00:00
1555,70.60179000000001,2017-07-21 20:00:00+00:00
1556,57.59885,2017-07-21 21:00:00+00:00
1557,53.57436,2017-07-21 22:00:00+00:00
1558,53.12421,2017-07-21 23:00:00+00:00
1559,52.55321,2017-07-21 00:00:00+00:00
1560,52.60014,2017-07-22 01:00:00+00:00
1561,48.21369,2017-07-22 02:00:00+00:00
1562,44.73778,2017-07-22 03:00:00+00:00
1563,44.13928,2017-07-22 04:00:00+00:00
1564,44.13108,2017-07-22 05:00:00+00:00
1565,44.03613,2017-07-22 06:00:00+00:00
1566,43.88593,2017-07-22 07:00:00+00:00
1567,45.325390000000006,2017-07-22 08:00:00+00:00
1568,47.132020000000004,2017-07-22 09:00:00+00:00
1569,46.30057,2017-07-22 10:00:00+00:00
1570,41.48,2017-07-22 11:00:00+00:00
1571,40.16,2017-07-22 12:00:00+00:00
1572,37.84,2017-07-22 13:00:00+00:00
1573,35.0,2017-07-22 14:00:00+00:00
1574,34.33,2017-07-22 15:00:00+00:00
1575,36.5,2017-07-22 16:00:00+00:00
1576,39.55,2017-07-22 17:00:00+00:00
1577,45.99754,2017-07-22 18:00:00+00:00
1578,48.80547,2017-07-22 19:00:00+00:00
1579,52.10753,2017-07-22 20:00:00+00:00
1580,52.28908,2017-07-22 21:00:00+00:00
1581,52.29364,2017-07-22 22:00:00+00:00
1582,49.14014,2017-07-22 23:00:00+00:00
1583,47.19307,2017-07-22 00:00:00+00:00
1584,50.96273,2017-07-23 01:00:00+00:00
1585,44.90424,2017-07-23 02:00:00+00:00
1586,44.87178,2017-07-23 03:00:00+00:00
1587,44.26984,2017-07-23 04:00:00+00:00
1588,43.53496,2017-07-23 05:00:00+00:00
1589,41.91536,2017-07-23 06:00:00+00:00
1590,39.00302,2017-07-23 07:00:00+00:00
1591,41.09,2017-07-23 08:00:00+00:00
1592,39.52734,2017-07-23 09:00:00+00:00
1593,38.14,2017-07-23 10:00:00+00:00
1594,38.0,2017-07-23 11:00:00+00:00
1595,37.24,2017-07-23 12:00:00+00:00
1596,37.0,2017-07-23 13:00:00+00:00
1597,30.0,2017-07-23 14:00:00+00:00
1598,30.0,2017-07-23 15:00:00+00:00
1599,32.39,2017-07-23 16:00:00+00:00
1600,36.86,2017-07-23 17:00:00+00:00
1601,41.09,2017-07-23 18:00:00+00:00
1602,47.37063,2017-07-23 19:00:00+00:00
1603,50.310359999999996,2017-07-23 20:00:00+00:00
1604,52.38779,2017-07-23 21:00:00+00:00
1605,55.08201999999999,2017-07-23 22:00:00+00:00
1606,52.94426,2017-07-23 23:00:00+00:00
1607,49.39815,2017-07-23 00:00:00+00:00
1608,49.79118,2017-07-24 01:00:00+00:00
1609,46.08318,2017-07-24 02:00:00+00:00
1610,44.22043,2017-07-24 03:00:00+00:00
1611,43.39782,2017-07-24 04:00:00+00:00
1612,43.14362,2017-07-24 05:00:00+00:00
1613,48.236309999999996,2017-07-24 06:00:00+00:00
1614,45.53022,2017-07-24 07:00:00+00:00
1615,50.96543,2017-07-24 08:00:00+00:00
1616,52.80989,2017-07-24 09:00:00+00:00
1617,54.716269999999994,2017-07-24 10:00:00+00:00
1618,50.46175,2017-07-24 11:00:00+00:00
1619,50.13537,2017-07-24 12:00:00+00:00
1620,47.49,2017-07-24 13:00:00+00:00
1621,47.0,2017-07-24 14:00:00+00:00
1622,51.56406,2017-07-24 15:00:00+00:00
1623,54.27541,2017-07-24 16:00:00+00:00
1624,57.915519999999994,2017-07-24 17:00:00+00:00
1625,55.366609999999994,2017-07-24 18:00:00+00:00
1626,53.573919999999994,2017-07-24 19:00:00+00:00
1627,56.305890000000005,2017-07-24 20:00:00+00:00
1628,55.08041,2017-07-24 21:00:00+00:00
1629,57.24329,2017-07-24 22:00:00+00:00
1630,51.943870000000004,2017-07-24 23:00:00+00:00
1631,49.18932,2017-07-24 00:00:00+00:00
1632,48.09571,2017-07-25 01:00:00+00:00
1633,42.70175,2017-07-25 02:00:00+00:00
1634,40.53303,2017-07-25 03:00:00+00:00
1635,38.0,2017-07-25 04:00:00+00:00
1636,37.88,2017-07-25 05:00:00+00:00
1637,39.15,2017-07-25 06:00:00+00:00
1638,43.68,2017-07-25 07:00:00+00:00
1639,48.59081,2017-07-25 08:00:00+00:00
1640,50.53716,2017-07-25 09:00:00+00:00
1641,48.07184,2017-07-25 10:00:00+00:00
1642,46.16366,2017-07-25 11:00:00+00:00
1643,44.686820000000004,2017-07-25 12:00:00+00:00
1644,42.16035,2017-07-25 13:00:00+00:00
1645,43.01234,2017-07-25 14:00:00+00:00
1646,46.03985,2017-07-25 15:00:00+00:00
1647,46.33752,2017-07-25 16:00:00+00:00
1648,49.38649,2017-07-25 17:00:00+00:00
1649,49.61026,2017-07-25 18:00:00+00:00
1650,52.403909999999996,2017-07-25 19:00:00+00:00
1651,53.037180000000006,2017-07-25 20:00:00+00:00
1652,53.21314,2017-07-25 21:00:00+00:00
1653,53.23169,2017-07-25 22:00:00+00:00
1654,52.467490000000005,2017-07-25 23:00:00+00:00
1655,51.334790000000005,2017-07-25 00:00:00+00:00
1656,52.36694,2017-07-26 01:00:00+00:00
1657,48.73342,2017-07-26 02:00:00+00:00
1658,43.605059999999995,2017-07-26 03:00:00+00:00
1659,42.0,2017-07-26 04:00:00+00:00
1660,42.0,2017-07-26 05:00:00+00:00
1661,43.06,2017-07-26 06:00:00+00:00
1662,47.5,2017-07-26 07:00:00+00:00
1663,49.720909999999996,2017-07-26 08:00:00+00:00
1664,58.52981,2017-07-26 09:00:00+00:00
1665,49.54,2017-07-26 10:00:00+00:00
1666,49.09552,2017-07-26 11:00:00+00:00
1667,48.58058,2017-07-26 12:00:00+00:00
1668,44.82463,2017-07-26 13:00:00+00:00
1669,45.57629,2017-07-26 14:00:00+00:00
1670,58.737269999999995,2017-07-26 15:00:00+00:00
1671,58.921969999999995,2017-07-26 16:00:00+00:00
1672,52.87478,2017-07-26 17:00:00+00:00
1673,51.61,2017-07-26 18:00:00+00:00
1674,53.621080000000006,2017-07-26 19:00:00+00:00
1675,58.9424,2017-07-26 20:00:00+00:00
1676,57.21,2017-07-26 21:00:00+00:00
1677,55.244369999999996,2017-07-26 22:00:00+00:00
1678,53.08042,2017-07-26 23:00:00+00:00
1679,50.963440000000006,2017-07-26 00:00:00+00:00
1680,52.561080000000004,2017-07-27 01:00:00+00:00
1681,48.9,2017-07-27 02:00:00+00:00
1682,44.61,2017-07-27 03:00:00+00:00
1683,43.29,2017-07-27 04:00:00+00:00
1684,43.44,2017-07-27 05:00:00+00:00
1685,43.73,2017-07-27 06:00:00+00:00
1686,48.86,2017-07-27 07:00:00+00:00
1687,49.54,2017-07-27 08:00:00+00:00
1688,60.8413,2017-07-27 09:00:00+00:00
1689,58.64025,2017-07-27 10:00:00+00:00
1690,56.623090000000005,2017-07-27 11:00:00+00:00
1691,56.10105,2017-07-27 12:00:00+00:00
1692,48.57847,2017-07-27 13:00:00+00:00
1693,50.0254,2017-07-27 14:00:00+00:00
1694,54.38701999999999,2017-07-27 15:00:00+00:00
1695,64.12062,2017-07-27 16:00:00+00:00
1696,59.10955,2017-07-27 17:00:00+00:00
1697,61.686769999999996,2017-07-27 18:00:00+00:00
1698,60.06439,2017-07-27 19:00:00+00:00
1699,60.73031999999999,2017-07-27 20:00:00+00:00
1700,58.47625,2017-07-27 21:00:00+00:00
1701,58.86334,2017-07-27 22:00:00+00:00
1702,53.170069999999996,2017-07-27 23:00:00+00:00
1703,51.87081,2017-07-27 00:00:00+00:00
1704,51.82431,2017-07-28 01:00:00+00:00
1705,46.823190000000004,2017-07-28 02:00:00+00:00
1706,44.49641,2017-07-28 03:00:00+00:00
1707,42.20022,2017-07-28 04:00:00+00:00
1708,41.26112,2017-07-28 05:00:00+00:00
1709,44.51068,2017-07-28 06:00:00+00:00
1710,46.71817,2017-07-28 07:00:00+00:00
1711,51.57274,2017-07-28 08:00:00+00:00
1712,55.13586,2017-07-28 09:00:00+00:00
1713,57.18642,2017-07-28 10:00:00+00:00
1714,53.4015,2017-07-28 11:00:00+00:00
1715,50.42859,2017-07-28 12:00:00+00:00
1716,49.56868,2017-07-28 13:00:00+00:00
1717,49.02292,2017-07-28 14:00:00+00:00
1718,50.411970000000004,2017-07-28 15:00:00+00:00
1719,50.344640000000005,2017-07-28 16:00:00+00:00
1720,51.79067,2017-07-28 17:00:00+00:00
1721,53.632690000000004,2017-07-28 18:00:00+00:00
1722,53.95973000000001,2017-07-28 19:00:00+00:00
1723,56.95864,2017-07-28 20:00:00+00:00
1724,57.544059999999995,2017-07-28 21:00:00+00:00
1725,57.158159999999995,2017-07-28 22:00:00+00:00
1726,52.72565,2017-07-28 23:00:00+00:00
1727,51.776790000000005,2017-07-28 00:00:00+00:00
1728,51.93499,2017-07-29 01:00:00+00:00
1729,50.99716,2017-07-29 02:00:00+00:00
1730,49.6932,2017-07-29 03:00:00+00:00
1731,48.86,2017-07-29 04:00:00+00:00
1732,48.86,2017-07-29 05:00:00+00:00
1733,48.86,2017-07-29 06:00:00+00:00
1734,48.86,2017-07-29 07:00:00+00:00
1735,49.08945,2017-07-29 08:00:00+00:00
1736,51.45104,2017-07-29 09:00:00+00:00
1737,51.91214,2017-07-29 10:00:00+00:00
1738,49.19166,2017-07-29 11:00:00+00:00
1739,48.86,2017-07-29 12:00:00+00:00
1740,45.15,2017-07-29 13:00:00+00:00
1741,42.41,2017-07-29 14:00:00+00:00
1742,42.09,2017-07-29 15:00:00+00:00
1743,42.74,2017-07-29 16:00:00+00:00
1744,44.5,2017-07-29 17:00:00+00:00
1745,49.70434,2017-07-29 18:00:00+00:00
1746,52.48645,2017-07-29 19:00:00+00:00
1747,57.70825,2017-07-29 20:00:00+00:00
1748,57.851690000000005,2017-07-29 21:00:00+00:00
1749,62.250119999999995,2017-07-29 22:00:00+00:00
1750,53.36725,2017-07-29 23:00:00+00:00
1751,52.51173000000001,2017-07-29 00:00:00+00:00
1752,50.64606,2017-07-30 01:00:00+00:00
1753,49.73279,2017-07-30 02:00:00+00:00
1754,49.37174,2017-07-30 03:00:00+00:00
1755,43.85264,2017-07-30 04:00:00+00:00
1756,43.26,2017-07-30 05:00:00+00:00
1757,43.0,2017-07-30 06:00:00+00:00
1758,40.49,2017-07-30 07:00:00+00:00
1759,40.49,2017-07-30 08:00:00+00:00
1760,40.49,2017-07-30 09:00:00+00:00
1761,41.5,2017-07-30 10:00:00+00:00
1762,39.99933,2017-07-30 11:00:00+00:00
1763,39.86,2017-07-30 12:00:00+00:00
1764,39.26,2017-07-30 13:00:00+00:00
1765,37.0,2017-07-30 14:00:00+00:00
1766,34.51852,2017-07-30 15:00:00+00:00
1767,37.13,2017-07-30 16:00:00+00:00
1768,40.49,2017-07-30 17:00:00+00:00
1769,43.26,2017-07-30 18:00:00+00:00
1770,49.64723,2017-07-30 19:00:00+00:00
1771,51.41,2017-07-30 20:00:00+00:00
1772,52.54111999999999,2017-07-30 21:00:00+00:00
1773,57.0556,2017-07-30 22:00:00+00:00
1774,52.21079,2017-07-30 23:00:00+00:00
1775,51.1578,2017-07-30 00:00:00+00:00
1776,46.95572,2017-07-31 01:00:00+00:00
1777,43.41381,2017-07-31 02:00:00+00:00
1778,40.89935,2017-07-31 03:00:00+00:00
1779,39.23129,2017-07-31 04:00:00+00:00
1780,39.1876,2017-07-31 05:00:00+00:00
1781,40.16746,2017-07-31 06:00:00+00:00
1782,45.0,2017-07-31 07:00:00+00:00
1783,51.80195,2017-07-31 08:00:00+00:00
1784,82.16,2017-07-31 09:00:00+00:00
1785,92.07354000000001,2017-07-31 10:00:00+00:00
1786,83.44839,2017-07-31 11:00:00+00:00
1787,81.10224000000001,2017-07-31 12:00:00+00:00
1788,71.50056,2017-07-31 13:00:00+00:00
1789,71.96921,2017-07-31 14:00:00+00:00
1790,74.47239,2017-07-31 15:00:00+00:00
1791,70.37595999999999,2017-07-31 16:00:00+00:00
1792,78.78,2017-07-31 17:00:00+00:00
1793,79.75003000000001,2017-07-31 18:00:00+00:00
1794,77.89846999999999,2017-07-31 19:00:00+00:00
1795,84.03324,2017-07-31 20:00:00+00:00
1796,80.99719,2017-07-31 21:00:00+00:00
1797,81.79,2017-07-31 22:00:00+00:00
1798,62.01571,2017-07-31 23:00:00+00:00
1799,52.323640000000005,2017-07-31 00:00:00+00:00
1800,53.26178,2017-08-01 01:00:00+00:00
1801,49.88944,2017-08-01 02:00:00+00:00
1802,45.0,2017-08-01 03:00:00+00:00
1803,42.04405,2017-08-01 04:00:00+00:00
1804,41.43222,2017-08-01 05:00:00+00:00
1805,43.994279999999996,2017-08-01 06:00:00+00:00
1806,47.90635,2017-08-01 07:00:00+00:00
